event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT001492,12126,UMB,2026-01-22 18:00,34,Passenger,Overcrowding-related boarding delay at Ambala Cantt Junction.
EVT001493,12046,PRYJ,2026-02-23 04:45,20,Infrastructure,Track maintenance block in effect near Prayagraj Junction.
EVT001494,12068,CSMT,2026-01-11 17:45,1,Signal,Points failure at Chhatrapati Shivaji Maharaj Terminus delaying departure.
EVT001495,12061,NDLS,2026-03-01 10:30,34,Signal,Signal failure near New Delhi causing hold-up.
EVT001496,12074,SC,2026-01-10 05:30,1,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT001497,12011,ASN,2026-01-01 00:00,56,Infrastructure,Track maintenance block in effect near Asansol Junction.
EVT001498,12066,VSKP,2026-02-08 05:15,58,Crew,Loco pilot booking-on delay at Visakhapatnam.
EVT001499,12120,BBS,2026-01-07 22:15,5,Signal,Automatic signalling fault reported at Bhubaneswar yard.
EVT001500,12117,BPL,2026-01-21 12:00,15,Signal,Points failure at Bhopal Junction delaying departure.
EVT001501,12248,MLDT,2026-02-03 08:45,22,Infrastructure,Speed restriction due to track renewal work near Malda Town.
EVT001502,12249,MLDT,2026-01-04 17:45,70,Rolling Stock,Coach fault detected during pre-departure check at Malda Town.
EVT001503,12296,AGC,2026-01-01 17:15,1,Rolling Stock,"Locomotive failure reported, engine change required at Agra Cantt."
EVT001504,12238,KYN,2026-01-26 07:15,68,Crew,Loco pilot booking-on delay at Kalyan Junction.
EVT001505,12028,COR,2026-01-22 13:45,34,Crew,Guard unavailability causing hold at Kota Junction.
EVT001506,12083,ST,2026-02-17 06:45,41,Signal,Signal failure near Surat causing hold-up.
EVT001507,12300,SBC,2026-02-06 15:45,44,Infrastructure,Overhead equipment (OHE) tripping reported near KSR Bengaluru City Junction.
EVT001508,12100,PRYJ,2026-01-12 22:30,1,Weather,Heavy rain reducing visibility near Prayagraj Junction.
EVT001509,12257,UBL,2026-01-11 05:15,1,Signal,Points failure at Hubballi Junction delaying departure.
EVT001510,12114,SBC,2026-02-20 02:15,43,Crew,Guard unavailability causing hold at KSR Bengaluru City Junction.
EVT001511,12166,BCT,2026-01-02 12:15,36,Weather,"Dense fog conditions near Mumbai Central, speed restricted."
EVT001512,12014,GHY,2026-02-15 09:00,63,Crew,Guard unavailability causing hold at Guwahati.
EVT001513,12049,ADI,2026-01-11 05:15,40,Infrastructure,Overhead equipment (OHE) tripping reported near Ahmedabad Junction.
EVT001514,12189,HWH,2026-01-02 16:15,50,Rolling Stock,Brake power certification delay at Howrah Junction.
EVT001515,12116,BSP,2026-01-27 05:15,25,Operational,Platform congestion at Bilaspur Junction delaying berthing.
EVT001516,12235,CSMT,2026-03-01 06:30,24,Signal,Points failure at Chhatrapati Shivaji Maharaj Terminus delaying departure.
EVT001517,12119,BZA,2026-02-07 11:00,1,Weather,High wind speed advisory near Vijayawada Junction affecting running.
EVT001518,12312,BBS,2026-02-18 01:30,41,Rolling Stock,Coach fault detected during pre-departure check at Bhubaneswar.
EVT001519,12287,BCT,2026-01-12 11:45,13,Rolling Stock,"Locomotive failure reported, engine change required at Mumbai Central."
EVT001520,12115,NGP,2026-02-13 06:00,54,Weather,Heavy rain reducing visibility near Nagpur Junction.
EVT001521,12246,PRYJ,2026-01-28 19:30,36,Crew,Guard unavailability causing hold at Prayagraj Junction.
EVT001522,12152,KYN,2026-01-19 14:30,23,Weather,Heavy rain reducing visibility near Kalyan Junction.
EVT001523,12317,MAS,2026-02-11 12:30,30,Infrastructure,Track maintenance block in effect near Chennai Central.
EVT001524,12284,NDLS,2026-02-06 04:15,53,Passenger,"Medical emergency on board, halted at New Delhi."
EVT001525,12000,NJP,2026-01-24 20:30,45,Signal,Points failure at New Jalpaiguri delaying departure.
EVT001526,12052,PUNE,2026-02-12 01:30,1,Signal,Automatic signalling fault reported at Pune Junction yard.
EVT001527,12210,PUNE,2026-02-12 13:45,43,Weather,"Dense fog conditions near Pune Junction, speed restricted."
EVT001528,12259,PNBE,2026-03-01 18:30,28,Passenger,Passenger chain-pulling incident near Patna Junction.
EVT001529,12160,BSP,2026-01-28 08:15,11,Rolling Stock,Coach fault detected during pre-departure check at Bilaspur Junction.
EVT001530,12166,RTM,2026-02-15 04:00,31,Infrastructure,Overhead equipment (OHE) tripping reported near Ratlam Junction.
EVT001531,12163,PRYJ,2026-01-27 20:00,28,Operational,Crossing conflict with another service at Prayagraj Junction.
EVT001532,12112,NDLS,2026-02-14 21:15,16,Operational,Crossing conflict with another service at New Delhi.
EVT001533,12036,SC,2026-02-20 03:00,40,Signal,Points failure at Secunderabad Junction delaying departure.
EVT001534,12033,SC,2026-03-01 13:15,13,Weather,High wind speed advisory near Secunderabad Junction affecting running.
EVT001535,12015,MAS,2026-01-05 23:15,28,Operational,Platform congestion at Chennai Central delaying berthing.
EVT001536,12186,GHY,2026-02-19 12:30,11,Weather,High wind speed advisory near Guwahati affecting running.
EVT001537,12227,BZA,2026-02-11 20:45,3,Rolling Stock,Coach fault detected during pre-departure check at Vijayawada Junction.
EVT001538,12144,MAS,2026-02-10 07:00,36,Crew,Loco pilot booking-on delay at Chennai Central.
EVT001539,12015,SC,2026-02-16 01:00,26,Crew,Crew shortage reported at Secunderabad Junction link.
EVT001540,12150,NGP,2026-02-03 00:30,1,Operational,Crossing conflict with another service at Nagpur Junction.
EVT001541,12310,SC,2026-02-02 15:30,38,Infrastructure,Speed restriction due to track renewal work near Secunderabad Junction.
EVT001542,12300,SBC,2026-01-18 08:00,38,Signal,Signal failure near KSR Bengaluru City Junction causing hold-up.
EVT001543,12031,LDH,2026-02-23 09:15,33,Signal,Signal failure near Ludhiana Junction causing hold-up.
EVT001544,12145,JU,2026-01-02 22:45,38,Weather,"Dense fog conditions near Jodhpur Junction, speed restricted."
EVT001545,12028,COR,2026-01-03 21:30,35,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT001546,12105,KYN,2026-01-23 11:00,36,Signal,Signal failure near Kalyan Junction causing hold-up.
EVT001547,12045,BSP,2026-01-03 12:45,1,Weather,Heavy rain reducing visibility near Bilaspur Junction.
EVT001548,12220,BWN,2026-01-23 20:00,27,Operational,Crossing conflict with another service at Barddhaman Junction.
EVT001549,12059,ROU,2026-01-26 00:30,24,Crew,Crew shortage reported at Rourkela link.
EVT001550,12136,KYN,2026-01-30 15:00,37,Signal,Points failure at Kalyan Junction delaying departure.
EVT001551,12079,ROU,2026-01-07 10:00,33,Rolling Stock,"Locomotive failure reported, engine change required at Rourkela."
EVT001552,12040,TVC,2026-01-12 23:45,54,Weather,Heavy rain reducing visibility near Thiruvananthapuram Central.
EVT001553,12131,MAS,2026-01-03 12:00,15,Passenger,Overcrowding-related boarding delay at Chennai Central.
EVT001554,12215,BPL,2026-01-17 22:45,16,Signal,Signal failure near Bhopal Junction causing hold-up.
EVT001555,12162,KYN,2026-01-13 15:00,33,Infrastructure,Track maintenance block in effect near Kalyan Junction.
EVT001556,12074,MAS,2026-01-21 23:00,24,Rolling Stock,Brake power certification delay at Chennai Central.
EVT001557,12156,VSKP,2026-01-02 17:45,29,Passenger,Overcrowding-related boarding delay at Visakhapatnam.
EVT001558,12017,UMB,2026-02-13 18:15,8,Weather,"Dense fog conditions near Ambala Cantt Junction, speed restricted."
EVT001559,12117,SDAH,2026-03-01 18:15,66,Infrastructure,Track maintenance block in effect near Sealdah.
EVT001560,12302,SC,2026-02-15 08:00,39,Operational,Platform congestion at Secunderabad Junction delaying berthing.
EVT001561,12304,UBL,2026-02-25 19:45,65,Weather,High wind speed advisory near Hubballi Junction affecting running.
EVT001562,12056,AII,2026-02-12 22:15,61,Crew,Guard unavailability causing hold at Ajmer Junction.
EVT001563,12266,NDLS,2026-02-15 18:30,26,Operational,Late running of connecting rake into New Delhi.
EVT001564,12076,SBC,2026-02-10 06:30,39,Rolling Stock,Brake power certification delay at KSR Bengaluru City Junction.
EVT001565,12169,GKP,2026-01-12 15:15,13,Signal,Points failure at Gorakhpur Junction delaying departure.
EVT001566,12221,PNBE,2026-01-26 13:30,40,Crew,Guard unavailability causing hold at Patna Junction.
EVT001567,12032,RTM,2026-01-11 18:15,1,Signal,Points failure at Ratlam Junction delaying departure.
EVT001568,12239,VSKP,2026-01-13 00:45,83,Passenger,"Medical emergency on board, halted at Visakhapatnam."
EVT001569,12241,BBS,2026-01-30 16:00,32,Weather,Heavy rain reducing visibility near Bhubaneswar.
EVT001570,12252,BPL,2026-02-27 04:30,54,Crew,Crew shortage reported at Bhopal Junction link.
EVT001571,12257,MAS,2026-02-14 07:15,23,Passenger,Overcrowding-related boarding delay at Chennai Central.
EVT001572,12049,ADI,2026-01-12 01:15,22,Rolling Stock,Brake power certification delay at Ahmedabad Junction.
EVT001573,12127,MLDT,2026-02-11 05:00,64,Rolling Stock,"Locomotive failure reported, engine change required at Malda Town."
EVT001574,12228,JP,2026-01-10 18:30,49,Operational,Late running of connecting rake into Jaipur Junction.
EVT001575,12059,KGP,2026-01-04 21:45,1,Signal,Points failure at Kharagpur Junction delaying departure.
EVT001576,12216,NDLS,2026-01-06 00:30,1,Signal,Signal failure near New Delhi causing hold-up.
EVT001577,12122,SC,2026-02-12 15:45,1,Signal,Automatic signalling fault reported at Secunderabad Junction yard.
EVT001578,12110,SDAH,2026-02-19 16:45,14,Rolling Stock,"Locomotive failure reported, engine change required at Sealdah."
EVT001579,12105,KYN,2026-01-03 12:45,1,Passenger,Overcrowding-related boarding delay at Kalyan Junction.
EVT001580,12207,DLI,2026-01-28 00:30,1,Operational,Crossing conflict with another service at Delhi Junction (Old Delhi).
EVT001581,12010,MDU,2026-02-28 01:00,16,Weather,High wind speed advisory near Madurai Junction affecting running.
EVT001582,12111,NDLS,2026-02-09 05:30,11,Rolling Stock,"Locomotive failure reported, engine change required at New Delhi."
EVT001583,12302,KGP,2026-01-24 13:30,99,Crew,Loco pilot booking-on delay at Kharagpur Junction.
EVT001584,12039,COR,2026-01-19 02:15,45,Crew,Loco pilot booking-on delay at Kota Junction.
EVT001585,12108,BBS,2026-01-12 19:00,33,Signal,Automatic signalling fault reported at Bhubaneswar yard.
EVT001586,12204,ROU,2026-02-18 20:00,31,Crew,Guard unavailability causing hold at Rourkela.
EVT001587,12158,MAS,2026-01-17 19:00,37,Operational,Platform congestion at Chennai Central delaying berthing.
EVT001588,12068,BPL,2026-01-29 14:30,58,Operational,Late running of connecting rake into Bhopal Junction.
EVT001589,12047,GKP,2026-01-02 22:00,9,Passenger,"Medical emergency on board, halted at Gorakhpur Junction."
EVT001590,12096,SBC,2026-02-11 06:00,38,Crew,Loco pilot booking-on delay at KSR Bengaluru City Junction.
EVT001591,12228,JP,2026-01-12 19:30,23,Weather,Heavy rain reducing visibility near Jaipur Junction.
EVT001592,12275,ASR,2026-01-26 01:15,18,Passenger,Overcrowding-related boarding delay at Amritsar Junction.
EVT001593,12030,KYN,2026-02-24 11:45,23,Rolling Stock,Coach fault detected during pre-departure check at Kalyan Junction.
EVT001594,12188,ROU,2026-02-20 10:00,55,Infrastructure,Overhead equipment (OHE) tripping reported near Rourkela.
EVT001595,12127,MLDT,2026-01-13 19:15,58,Weather,"Dense fog conditions near Malda Town, speed restricted."
EVT001596,12000,GHY,2026-01-04 14:00,26,Signal,Points failure at Guwahati delaying departure.
EVT001597,12013,MDU,2026-01-01 07:15,31,Crew,Crew shortage reported at Madurai Junction link.
EVT001598,12257,MAO,2026-01-17 03:45,30,Passenger,Passenger chain-pulling incident near Madgaon Junction.
EVT001599,12305,PRYJ,2026-02-15 16:30,9,Weather,Heavy rain reducing visibility near Prayagraj Junction.
EVT001600,12205,MAS,2026-01-02 15:45,19,Signal,Automatic signalling fault reported at Chennai Central yard.
EVT001601,12159,COR,2026-02-07 09:45,46,Operational,Late running of connecting rake into Kota Junction.
EVT001602,12038,PNBE,2026-01-10 04:15,35,Operational,Crossing conflict with another service at Patna Junction.
EVT001603,12227,BZA,2026-02-11 01:15,49,Rolling Stock,Brake power certification delay at Vijayawada Junction.
EVT001604,12195,DLI,2026-01-12 16:30,32,Weather,"Dense fog conditions near Delhi Junction (Old Delhi), speed restricted."
EVT001605,12182,COR,2026-02-03 18:30,36,Rolling Stock,Coach fault detected during pre-departure check at Kota Junction.
EVT001606,12276,SBC,2026-02-27 08:15,38,Passenger,Passenger chain-pulling incident near KSR Bengaluru City Junction.
EVT001607,12299,PRYJ,2026-01-05 17:00,1,Operational,Platform congestion at Prayagraj Junction delaying berthing.
EVT001608,12119,BZA,2026-01-29 13:00,70,Infrastructure,Speed restriction due to track renewal work near Vijayawada Junction.
EVT001609,12155,DLI,2026-02-12 21:45,24,Infrastructure,Track maintenance block in effect near Delhi Junction (Old Delhi).
EVT001610,12193,ERS,2026-01-03 19:00,1,Weather,High wind speed advisory near Ernakulam Junction affecting running.
EVT001611,12168,BZA,2026-01-20 14:45,34,Rolling Stock,"Locomotive failure reported, engine change required at Vijayawada Junction."
EVT001612,12053,AII,2026-02-11 08:15,2,Weather,High wind speed advisory near Ajmer Junction affecting running.
EVT001613,12293,HYB,2026-02-11 15:30,22,Signal,Signal failure near Hyderabad Deccan causing hold-up.
EVT001614,12103,VSKP,2026-02-12 02:30,62,Rolling Stock,"Locomotive failure reported, engine change required at Visakhapatnam."
EVT001615,12081,R,2026-01-01 16:45,7,Passenger,Passenger chain-pulling incident near Raipur Junction.
EVT001616,12045,JBP,2026-02-27 13:30,41,Rolling Stock,Brake power certification delay at Jabalpur Junction.
EVT001617,12318,COR,2026-02-17 11:45,41,Crew,Loco pilot booking-on delay at Kota Junction.
EVT001618,12282,BCT,2026-01-14 17:30,48,Passenger,"Medical emergency on board, halted at Mumbai Central."
EVT001619,12021,UBL,2026-01-02 22:15,23,Weather,High wind speed advisory near Hubballi Junction affecting running.
EVT001620,12281,UMB,2026-02-26 06:30,1,Infrastructure,Overhead equipment (OHE) tripping reported near Ambala Cantt Junction.
EVT001621,12199,MAS,2026-01-19 19:45,1,Passenger,Passenger chain-pulling incident near Chennai Central.
EVT001622,12070,COR,2026-02-20 10:15,16,Weather,Heavy rain reducing visibility near Kota Junction.
EVT001623,12284,SDAH,2026-03-01 06:00,45,Operational,Crossing conflict with another service at Sealdah.
EVT001624,12008,MAO,2026-02-21 03:00,12,Operational,Crossing conflict with another service at Madgaon Junction.
EVT001625,12269,SC,2026-01-23 01:15,25,Crew,Crew shortage reported at Secunderabad Junction link.
EVT001626,12141,NGP,2026-01-12 19:15,32,Infrastructure,Speed restriction due to track renewal work near Nagpur Junction.
EVT001627,12128,MFP,2026-02-19 15:00,44,Infrastructure,Overhead equipment (OHE) tripping reported near Muzaffarpur Junction.
EVT001628,12251,R,2026-01-20 04:30,38,Operational,Platform congestion at Raipur Junction delaying berthing.
EVT001629,12234,PRYJ,2026-01-03 06:30,38,Operational,Late running of connecting rake into Prayagraj Junction.
EVT001630,12030,BBS,2026-01-04 14:45,77,Weather,"Dense fog conditions near Bhubaneswar, speed restricted."
EVT001631,12228,TVC,2026-01-13 23:30,73,Rolling Stock,Coach fault detected during pre-departure check at Thiruvananthapuram Central.
EVT001632,12196,NGP,2026-01-15 12:45,30,Signal,Signal failure near Nagpur Junction causing hold-up.
EVT001633,12111,VSKP,2026-01-18 02:30,38,Signal,Signal failure near Visakhapatnam causing hold-up.
EVT001634,12222,BSP,2026-02-09 10:45,47,Infrastructure,Overhead equipment (OHE) tripping reported near Bilaspur Junction.
EVT001635,12032,COR,2026-02-14 05:30,62,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT001636,12123,SC,2026-01-22 02:45,1,Infrastructure,Speed restriction due to track renewal work near Secunderabad Junction.
EVT001637,12082,GHY,2026-01-13 01:45,11,Rolling Stock,"Locomotive failure reported, engine change required at Guwahati."
EVT001638,12133,JP,2026-01-02 02:45,52,Operational,Late running of connecting rake into Jaipur Junction.
EVT001639,12130,KYN,2026-02-16 01:00,25,Signal,Points failure at Kalyan Junction delaying departure.
EVT001640,12301,NDLS,2026-02-13 16:15,33,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT001641,12168,BZA,2026-01-29 16:15,71,Weather,High wind speed advisory near Vijayawada Junction affecting running.
EVT001642,12285,JBP,2026-01-25 10:30,7,Rolling Stock,"Locomotive failure reported, engine change required at Jabalpur Junction."
EVT001643,12068,CSMT,2026-01-19 11:00,72,Infrastructure,Track maintenance block in effect near Chhatrapati Shivaji Maharaj Terminus.
EVT001644,12231,ADI,2026-01-01 04:15,29,Weather,"Dense fog conditions near Ahmedabad Junction, speed restricted."
EVT001645,12182,JP,2026-01-12 18:15,38,Passenger,Overcrowding-related boarding delay at Jaipur Junction.
EVT001646,12192,GHY,2026-01-12 14:30,1,Rolling Stock,Coach fault detected during pre-departure check at Guwahati.
